Ticker,forwardPE,sector_Basic Materials,sector_Communication Services,sector_Consumer Cyclical,sector_Consumer Defensive,sector_Energy,sector_Financial Services,sector_Healthcare,sector_Industrials,sector_Real Estate,sector_Technology,sector_Utilities,marketCapLevel_high,marketCapLevel_low,marketCapLevel_mid,growthValueType_growth,growthValueType_neutral,growthValueType_value
INCY,11.433225,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
VEEV,42.065826,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
KEYS,23.408178,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
HAS,15.465013,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
JKHY,28.469934,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
CNP,20.801723,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
TFX,8.184676,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
RJF,13.142729,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
PTC,24.300001,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
DPZ,25.999434,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
MOS,13.888211,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
EQT,21.305555,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
MLM,26.523993,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
IEX,21.610327,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
AKAM,11.705838,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
FFIV,19.0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
NRG,21.703623,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
ACGL,9.940266,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
DXCM,41.64778,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
SSNC,14.177391,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
MAA,36.638554,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
MAS,14.771493,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
TSCO,4.570979,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
TRMB,24.32215,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
CBOE,24.034857,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
CMG,38.66794,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
HII,14.25287,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
TAP,8.795953,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
HRL,18.488165,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
LW,11.207831,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
MHK,9.449327,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
UDR,89.00001,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
STLD,13.293825,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
EXR,31.713387,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
JBHT,20.215878,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
SNA,16.038767,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
NBIX,20.112722,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
MTN,18.616209,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
FNF,8.898223,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
ARMK,17.24236,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
UHS,9.595815,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
CPRT,28.543104,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
BURL,25.136696,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
ODFL,28.207626,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
PKG,17.499111,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
M,4.8023257,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATO,21.40056,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
LNT,18.767801,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
LKQ,10.922652,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
LDOS,13.913876,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
NDAQ,27.26433,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
QRVO,13.808725,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
REG,34.547623,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
LEA,6.9486427,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
IRM,51.221935,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
BG,8.163979,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
AVY,17.078896,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
UGI,12.136666,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
AES,5.5295568,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
DVA,12.319431,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
ZION,10.108385,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
BEN,8.382692,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
IVZ,7.775132,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
DOX,13.207681,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
CGNX,32.708332,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
NI,21.2043,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
MOH,11.502335,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
WST,30.136969,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
ZBRA,18.473503,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
FRT,31.729643,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
RGA,8.772213,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
BWA,7.267168,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
AGNC,5.367052,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
WAB,23.991756,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
TYL,54.048935,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
EWBC,10.965237,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
LBRDK,10.783297,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
ALLE,17.913992,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
FDS,22.712526,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
TDY,23.415192,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
WU,5.0961533,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
RPM,18.771105,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
CPT,72.543205,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
QGEN,20.15284,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
RHI,15.187713,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
UNM,8.7228985,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
ST,8.404762,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
NDSN,21.398655,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
WEX,8.283638,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
VOYA,6.857143,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
VICI,11.827839,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
ELS,32.216835,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
SEIC,17.199795,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
AFG,10.49279,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
KAR,24.833334,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
GRMN,28.012735,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
LII,23.792807,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
NVR,14.158093,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
SCI,20.176767,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
WRB,16.549885,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
GGG,27.743505,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
HOG,6.183374,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
EHC,25.080544,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
DCI,17.677946,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
TECH,23.178082,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
PAYC,28.997911,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
OGE,19.451326,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
AOS,16.15479,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
INGR,12.511251,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
HP,5.193278,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
AMG,7.761398,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
FWONK,73.10746,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
FLS,14.509174,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
HUBB,21.8877,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
GLPI,16.044662,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
RL,20.49731,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
JWN,10.383158,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
CSL,16.573149,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
EPAM,16.100983,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
KRC,27.244186,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
TER,20.585882,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
INVH,45.24324,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
PNR,20.540207,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
BAH,14.410587,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
MIDD,15.013091,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
BRO,25.557455,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
FIVE,25.313402,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
NNN,20.648783,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
JEF,11.732662,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
WPC,28.908676,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
ATR,25.718382,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
BFAM,30.552696,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
USFD,20.304234,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
FICO,47.69788,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
LAMR,21.18328,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
MKTX,27.280682,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
CPB,10.004399,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
ALKS,15.532338,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
PHM,7.7296295,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
POOL,25.328348,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
JLL,14.538782,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
SEE,10.43492,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
ARW,9.861987,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
POST,17.657686,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
BERY,9.999098,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
BWXT,38.489796,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
CCK,14.537846,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
OHI,23.50641,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
ORI,11.438871,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
CBSH,16.51823,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
SBNY,0.048122868,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
AYI,14.925259,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
AXTA,12.776859,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
CW,38.062553,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
RS,17.868162,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
ALSN,11.144824,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
TTC,15.553376,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
DEI,-78.68421,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
LECO,21.84764,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
CFR,14.9233465,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
HLF,4.1708546,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
HXL,22.685259,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
HAE,13.447565,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
EEFT,11.582475,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
PODD,76.78294,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
BC,10.956522,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ROL,50.700893,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
AIZ,10.960658,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
LPLA,20.310549,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
MUR,6.1079693,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
LAZ,10.552957,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
WSO,30.25387,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
WAL,8.28782,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
RNR,6.9240837,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
FHN,12.815287,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
GNTX,10.554763,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
MAN,8.335922,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
SON,8.105961,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
AMH,58.34127,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
STWD,10.317259,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
FAF,9.966667,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
SNV,10.647186,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
UTHR,10.161009,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
WH,17.563292,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
ITT,23.245398,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
EXEL,25.141176,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
TRN,16.50625,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
HRB,10.740273,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
CUBE,24.438202,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
WBS,9.509599,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
LOPE,20.890661,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
AVT,8.915807,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
ACM,22.26453,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
WSM,19.405905,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
OLED,29.865421,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
BRX,26.634018,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
MDU,14.697368,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
MPWR,42.254654,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
OSK,10.228532,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
CHE,22.139414,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
PRI,12.587864,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
NWSA,26.292456,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
RGLD,27.193447,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
EPR,21.182835,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
BPOP,10.672345,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
HQY,28.97019,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
PWR,34.079723,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
THG,12.521502,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
IDA,19.720411,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
AXS,8.759339,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
SLM,10.5199995,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
CR,31.513584,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
MTG,9.435252,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
HIW,80.30769,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
LSTR,20.979382,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
CASY,30.107714,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
TOL,7.644323,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
PB,12.173839,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
CACC,14.179716,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
OLLI,30.432432,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
WTFC,11.995103,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
LFUS,22.705912,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
PLNT,34.761986,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
OZK,7.7942667,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
G,12.585506,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
AL,12.544311,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
AGO,13.106918,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
PNFP,14.108781,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
GPK,8.378731,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
NFG,9.342074,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
CRI,6.5568857,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
NVT,21.274448,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
TDC,9.268292,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
CACI,16.124163,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
RDN,9.102981,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
JBL,17.51948,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
MKSI,11.906369,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
TXRH,26.51888,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
WWD,38.78194,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
AR,17.906977,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
ASB,10.367966,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
NSP,17.121252,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
PEN,67.7328,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
TREX,26.612385,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
DLB,19.986877,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
EME,20.79785,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
KMPR,10.172185,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
OGS,17.9253,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
TTD,37.357513,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
VAC,9.028782,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ENTG,20.554688,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
THO,13.625386,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
EXP,12.13688,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
ESNT,8.353026,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
IBKR,29.418236,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
KDP,16.034145,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
PRLB,26.670069,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
OLN,7.711744,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
POR,12.75463,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
FNB,10.056738,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
COR,17.435207,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
MMS,13.142464,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
SWX,19.736986,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
VVV,20.254145,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
FSLR,7.7758865,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
TCBI,13.684717,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
SBRA,26.455881,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
EVR,17.35704,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
APLE,14.077381,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
RHP,20.385183,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
ASGN,9.884267,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
HWC,10.785575,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
SIG,6.918555,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
FFIN,22.655487,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
ENS,9.354822,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
FR,31.213837,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
MSM,19.218603,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
LPX,16.525501,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
CBT,9.175708,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
RLJ,38.868423,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
ALE,16.380953,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
RBC,35.49489,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
YELP,16.032328,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
BKU,10.922359,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
HEI,70.29439,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
TTEK,23.64,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
SM,3.513459,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
ATI,28.746527,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
FCNCA,11.396531,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
KMT,13.539394,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
RRC,13.074075,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
CUZ,121.28,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
VLY,9.730431,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
FCFS,16.636362,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
R,11.278308,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
CLH,27.021084,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
SCCO,20.197506,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
SKX,12.647475,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
UBSI,13.594096,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
MTDR,6.0113626,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
MMSI,25.590298,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
SHO,33.98148,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
GBCI,17.832922,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
SR,16.304825,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
MSA,20.511715,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
CNO,10.149733,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
NXST,11.047773,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
BCO,10.787802,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
SF,12.598296,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
CIM,7.994682,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
MANH,39.07708,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
BCPC,34.188522,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
SIGI,10.902439,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
TKR,11.129376,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
BRKR,14.913284,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
SAIC,11.477247,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
HELE,3.7746835,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
CHDN,14.294656,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
BOH,18.684067,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
